provider,build_a,build_b,state,judge,criterion,winner,consistent
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,4_threshold,claude-sonnet-5,overall,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,4_threshold,claude-sonnet-5,overall,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,4_threshold,claude-sonnet-5,trust,tie,False
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,4_threshold,claude-sonnet-5,trust,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,4_threshold,claude-sonnet-5,visual_hierarchy,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,4_threshold,claude-sonnet-5,visual_hierarchy,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,4_threshold,gpt-4.1,aesthetic_pleasure,tie,False
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,4_threshold,gpt-4.1,aesthetic_pleasure,groq_llama-3.3-70b-versatile_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,4_threshold,gpt-4.1,clarity,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,4_threshold,gpt-4.1,clarity,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,4_threshold,gpt-4.1,comfort,tie,False
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,4_threshold,gpt-4.1,comfort,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,4_threshold,gpt-4.1,ease_of_use,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,4_threshold,gpt-4.1,ease_of_use,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,4_threshold,gpt-4.1,interest,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,4_threshold,gpt-4.1,interest,groq_llama-3.3-70b-versatile_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,4_threshold,gpt-4.1,intuitive,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,4_threshold,gpt-4.1,intuitive,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,4_threshold,gpt-4.1,memorable,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,4_threshold,gpt-4.1,memorable,groq_llama-3.3-70b-versatile_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,4_threshold,gpt-4.1,overall,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,4_threshold,gpt-4.1,overall,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,4_threshold,gpt-4.1,trust,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,4_threshold,gpt-4.1,trust,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,4_threshold,gpt-4.1,visual_hierarchy,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,4_threshold,gpt-4.1,visual_hierarchy,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,5_extended,claude-sonnet-5,aesthetic_pleasure,groq_llama-3.3-70b-versatile_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,5_extended,claude-sonnet-5,aesthetic_pleasure,groq_llama-3.3-70b-versatile_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,5_extended,claude-sonnet-5,clarity,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,5_extended,claude-sonnet-5,clarity,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,5_extended,claude-sonnet-5,comfort,groq_llama-3.3-70b-versatile_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,5_extended,claude-sonnet-5,comfort,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,5_extended,claude-sonnet-5,ease_of_use,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,5_extended,claude-sonnet-5,ease_of_use,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,5_extended,claude-sonnet-5,interest,tie,False
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,5_extended,claude-sonnet-5,interest,groq_llama-3.3-70b-versatile_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,5_extended,claude-sonnet-5,intuitive,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,5_extended,claude-sonnet-5,intuitive,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,5_extended,claude-sonnet-5,memorable,tie,False
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,5_extended,claude-sonnet-5,memorable,groq_llama-3.3-70b-versatile_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,5_extended,claude-sonnet-5,overall,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,5_extended,claude-sonnet-5,overall,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,5_extended,claude-sonnet-5,trust,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,5_extended,claude-sonnet-5,trust,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,5_extended,claude-sonnet-5,visual_hierarchy,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,5_extended,claude-sonnet-5,visual_hierarchy,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,5_extended,gpt-4.1,aesthetic_pleasure,tie,False
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,5_extended,gpt-4.1,aesthetic_pleasure,groq_llama-3.3-70b-versatile_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,5_extended,gpt-4.1,clarity,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,5_extended,gpt-4.1,clarity,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,5_extended,gpt-4.1,comfort,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,5_extended,gpt-4.1,comfort,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,5_extended,gpt-4.1,ease_of_use,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,5_extended,gpt-4.1,ease_of_use,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,5_extended,gpt-4.1,interest,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,5_extended,gpt-4.1,interest,groq_llama-3.3-70b-versatile_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,5_extended,gpt-4.1,intuitive,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,5_extended,gpt-4.1,intuitive,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,5_extended,gpt-4.1,memorable,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,5_extended,gpt-4.1,memorable,groq_llama-3.3-70b-versatile_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,5_extended,gpt-4.1,overall,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,5_extended,gpt-4.1,overall,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,5_extended,gpt-4.1,trust,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,5_extended,gpt-4.1,trust,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,5_extended,gpt-4.1,visual_hierarchy,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,5_extended,gpt-4.1,visual_hierarchy,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,6_stopped,claude-sonnet-5,aesthetic_pleasure,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,6_stopped,claude-sonnet-5,aesthetic_pleasure,groq_llama-3.3-70b-versatile_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,6_stopped,claude-sonnet-5,clarity,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,6_stopped,claude-sonnet-5,clarity,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,6_stopped,claude-sonnet-5,comfort,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,6_stopped,claude-sonnet-5,comfort,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,6_stopped,claude-sonnet-5,ease_of_use,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,6_stopped,claude-sonnet-5,ease_of_use,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,6_stopped,claude-sonnet-5,interest,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,6_stopped,claude-sonnet-5,interest,groq_llama-3.3-70b-versatile_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,6_stopped,claude-sonnet-5,intuitive,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,6_stopped,claude-sonnet-5,intuitive,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,6_stopped,claude-sonnet-5,memorable,tie,False
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,6_stopped,claude-sonnet-5,memorable,groq_llama-3.3-70b-versatile_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,6_stopped,claude-sonnet-5,overall,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,6_stopped,claude-sonnet-5,overall,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,6_stopped,claude-sonnet-5,trust,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,6_stopped,claude-sonnet-5,trust,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,6_stopped,claude-sonnet-5,visual_hierarchy,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,6_stopped,claude-sonnet-5,visual_hierarchy,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,6_stopped,gpt-4.1,aesthetic_pleasure,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,6_stopped,gpt-4.1,aesthetic_pleasure,groq_llama-3.3-70b-versatile_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,6_stopped,gpt-4.1,clarity,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,6_stopped,gpt-4.1,clarity,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,6_stopped,gpt-4.1,comfort,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,6_stopped,gpt-4.1,comfort,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,6_stopped,gpt-4.1,ease_of_use,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,6_stopped,gpt-4.1,ease_of_use,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,6_stopped,gpt-4.1,interest,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,6_stopped,gpt-4.1,interest,groq_llama-3.3-70b-versatile_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,6_stopped,gpt-4.1,intuitive,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,6_stopped,gpt-4.1,intuitive,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,6_stopped,gpt-4.1,memorable,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,6_stopped,gpt-4.1,memorable,groq_llama-3.3-70b-versatile_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,6_stopped,gpt-4.1,overall,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,6_stopped,gpt-4.1,overall,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,6_stopped,gpt-4.1,trust,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,6_stopped,gpt-4.1,trust,groq_openai_gpt-oss-120b_rep2,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep1,6_stopped,gpt-4.1,visual_hierarchy,groq_openai_gpt-oss-120b_rep1,True
groq,groq_llama-3.3-70b-versatile_rep2,groq_openai_gpt-oss-120b_rep2,6_stopped,gpt-4.1,visual_hierarchy,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,1_boot_idle,claude-sonnet-5,aesthetic_pleasure,groq_openai_gpt-oss-120b_rep1,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,1_boot_idle,claude-sonnet-5,clarity,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,1_boot_idle,claude-sonnet-5,comfort,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,1_boot_idle,claude-sonnet-5,ease_of_use,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,1_boot_idle,claude-sonnet-5,interest,groq_openai_gpt-oss-120b_rep1,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,1_boot_idle,claude-sonnet-5,intuitive,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,1_boot_idle,claude-sonnet-5,memorable,groq_openai_gpt-oss-120b_rep1,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,1_boot_idle,claude-sonnet-5,overall,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,1_boot_idle,claude-sonnet-5,trust,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,1_boot_idle,claude-sonnet-5,visual_hierarchy,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,1_boot_idle,gpt-4.1,aesthetic_pleasure,groq_openai_gpt-oss-120b_rep1,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,1_boot_idle,gpt-4.1,clarity,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,1_boot_idle,gpt-4.1,comfort,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,1_boot_idle,gpt-4.1,ease_of_use,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,1_boot_idle,gpt-4.1,interest,groq_openai_gpt-oss-120b_rep1,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,1_boot_idle,gpt-4.1,intuitive,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,1_boot_idle,gpt-4.1,memorable,groq_openai_gpt-oss-120b_rep1,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,1_boot_idle,gpt-4.1,overall,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,1_boot_idle,gpt-4.1,trust,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,1_boot_idle,gpt-4.1,visual_hierarchy,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,2_started,claude-sonnet-5,aesthetic_pleasure,groq_openai_gpt-oss-120b_rep1,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,2_started,claude-sonnet-5,clarity,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,2_started,claude-sonnet-5,comfort,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,2_started,claude-sonnet-5,ease_of_use,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,2_started,claude-sonnet-5,interest,groq_openai_gpt-oss-120b_rep1,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,2_started,claude-sonnet-5,intuitive,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,2_started,claude-sonnet-5,memorable,groq_openai_gpt-oss-120b_rep1,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,2_started,claude-sonnet-5,overall,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,2_started,claude-sonnet-5,trust,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,2_started,claude-sonnet-5,visual_hierarchy,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,2_started,gpt-4.1,aesthetic_pleasure,groq_openai_gpt-oss-120b_rep1,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,2_started,gpt-4.1,clarity,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,2_started,gpt-4.1,comfort,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,2_started,gpt-4.1,ease_of_use,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,2_started,gpt-4.1,interest,groq_openai_gpt-oss-120b_rep1,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,2_started,gpt-4.1,intuitive,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,2_started,gpt-4.1,memorable,groq_openai_gpt-oss-120b_rep1,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,2_started,gpt-4.1,overall,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,2_started,gpt-4.1,trust,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,2_started,gpt-4.1,visual_hierarchy,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,3_mid_meeting,claude-sonnet-5,aesthetic_pleasure,groq_openai_gpt-oss-120b_rep1,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,3_mid_meeting,claude-sonnet-5,clarity,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,3_mid_meeting,claude-sonnet-5,comfort,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,3_mid_meeting,claude-sonnet-5,ease_of_use,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,3_mid_meeting,claude-sonnet-5,interest,groq_openai_gpt-oss-120b_rep1,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,3_mid_meeting,claude-sonnet-5,intuitive,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,3_mid_meeting,claude-sonnet-5,memorable,groq_openai_gpt-oss-120b_rep1,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,3_mid_meeting,claude-sonnet-5,overall,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,3_mid_meeting,claude-sonnet-5,trust,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,3_mid_meeting,claude-sonnet-5,visual_hierarchy,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,3_mid_meeting,gpt-4.1,aesthetic_pleasure,groq_openai_gpt-oss-120b_rep1,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,3_mid_meeting,gpt-4.1,clarity,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,3_mid_meeting,gpt-4.1,comfort,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,3_mid_meeting,gpt-4.1,ease_of_use,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,3_mid_meeting,gpt-4.1,interest,groq_openai_gpt-oss-120b_rep1,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,3_mid_meeting,gpt-4.1,intuitive,groq_openai_gpt-oss-120b_rep2,True
groq,groq_openai_gpt-oss-120b_rep1,groq_openai_gpt-oss-120b_rep2,3_mid_meeting,gpt-4.1,memorable,groq_openai_gpt-oss-120b_rep1,True
